No.	NAME	WHALES00_Rem	WHALES10_Rem	WHALES20_Rem	WHALES30_Rem	WHALES40_Rem	WHALES50_Rem	WHALES60_Rem	WHALES70_Rem	WHALES80_Rem	WHALES90_Rem	WHALES100_Rem	WHALES00_Isol	WHALES10_Isol	WHALES30_Isol	WHALES40_Isol	WHALES60_Isol	WHALES70_Isol	WHALES80_Isol	WHALES90_Isol	WHALES100_Isol	WHALES00_IR	WHALES10_IR	WHALES20_IR	WHALES30_IR	WHALES40_IR	WHALES50_IR	WHALES90_IR	WHALES100_IR
383	3-38	-3.421	-2.493	-1.414	-1.285	-1.245	-0.812	0.373	0.596	0.687	0.902	1.487	-0.355	-0.279	-0.138	-0.121	0.038	0.131	0.214	0.264	0.357	-0.94	-0.235	-0.178	-0.079	-0.055	-0.026	0.446	0.636
384	4-33	-2.039	-1.135	-0.873	-0.562	-0.06	0.344	0.477	0.665	0.848	1.364	2.61	-0.226	-0.085	-0.052	0.001	0.071	0.087	0.109	0.154	0.232	-0.153	-0.118	-0.091	-0.054	-0.004	0.047	0.267	0.542
385	4-30	-1.82	-1.734	-1.468	-1.102	-0.934	-0.795	-0.694	0.355	0.536	0.779	0.837	-0.237	-0.138	-0.11	-0.104	-0.055	0.073	0.172	0.21	0.246	-0.279	-0.196	-0.122	-0.085	-0.082	-0.062	0.306	0.682
386	2-59	-1.806	-1.403	-1.27	-1.101	-0.896	-0.763	-0.607	0.304	0.535	0.952	1.805	-0.19	-0.16	-0.08	-0.075	-0.047	0.032	0.073	0.111	0.125	-0.181	-0.172	-0.134	-0.09	-0.08	-0.056	0.127	0.366
387	4-28	-2.355	-1.809	-1.518	-1.101	-0.872	-0.044	0.488	0.655	1.226	1.485	2.6	-0.4	-0.198	-0.073	-0.052	0.071	0.12	0.128	0.142	0.193	-0.263	-0.216	-0.088	-0.049	-0.034	0.021	0.139	0.338
388	2-15	-2.696	-2.012	-1.651	-0.883	-0.738	-0.331	0.481	0.529	0.642	1.17	2.598	-0.362	-0.115	-0.087	-0.064	0.055	0.066	0.077	0.092	0.129	-0.469	-0.247	-0.095	-0.055	-0.039	-0.019	0.165	0.287
389	2-99	-1.686	-1.413	-1.31	-1.238	-1.061	-0.925	-0.628	0.459	0.545	0.647	0.947	-0.269	-0.188	-0.118	-0.09	-0.026	0.07	0.144	0.172	0.262	-0.492	-0.197	-0.136	-0.097	-0.085	-0.052	0.29	0.566
390	2-72	-2.084	-1.615	-1.458	-1.195	-0.962	-0.698	-0.263	0.397	0.702	0.905	1.524	-0.219	-0.173	-0.099	-0.079	-0.022	0.081	0.113	0.125	0.193	-0.418	-0.255	-0.113	-0.076	-0.06	-0.049	0.247	0.598
391	4-35	-3.713	-1.761	-1.42	-1.264	-1.057	-0.882	-0.711	-0.416	0.412	0.554	1.562	-0.188	-0.183	-0.154	-0.146	-0.137	-0.058	0.081	0.132	0.172	-0.612	-0.234	-0.163	-0.139	-0.122	-0.093	0.273	0.385
392	2-23	-2.02	-1.622	-1.372	-1.003	-0.808	-0.559	-0.192	0.399	0.589	0.848	0.983	-0.233	-0.137	-0.087	-0.059	-0.018	0.075	0.087	0.117	0.207	-0.691	-0.193	-0.146	-0.101	-0.045	-0.027	0.233	0.365
393	2-12	-3.022	-1.319	-1.008	-0.891	-0.584	0	0.464	0.609	0.799	1.013	1.423	-0.142	-0.109	-0.071	-0.057	0.079	0.116	0.144	0.209	0.32	-0.308	-0.197	-0.105	-0.076	-0.042	0.026	0.353	0.607
394	4-60	-2.136	-1.189	-0.97	-0.676	0.131	0.324	0.456	0.838	1.102	1.357	2.135	-0.2	-0.119	-0.075	0.023	0.098	0.12	0.14	0.148	0.198	-0.209	-0.119	-0.091	-0.058	0.006	0.077	0.393	0.722
395	2-12	-3.182	-1.298	-0.991	-0.886	-0.598	0.004	0.481	0.607	0.814	1.036	1.39	-0.142	-0.109	-0.067	-0.055	0.077	0.121	0.142	0.188	0.343	-0.315	-0.203	-0.105	-0.071	-0.043	0.026	0.339	0.66
396	4-3	-2.785	-1.788	-1.516	-1.312	-1.02	-0.936	-0.768	-0.599	-0.432	0.462	1.512	-0.352	-0.225	-0.141	-0.123	-0.079	-0.069	-0.037	0.124	0.283	-0.623	-0.371	-0.183	-0.134	-0.116	-0.097	0.156	0.269
397	4-55	-2.913	-1.869	-1.546	-1.351	-1.208	-1.093	-0.716	-0.575	-0.381	0.426	2.196	-0.32	-0.227	-0.153	-0.129	-0.074	-0.06	-0.047	0.127	0.38	-0.418	-0.389	-0.169	-0.137	-0.103	-0.092	0.175	0.473
398	2-19	-1.988	-1.268	-0.992	-0.88	-0.56	-0.011	0.56	0.666	0.769	0.929	1.468	-0.151	-0.118	-0.084	-0.053	0.097	0.117	0.136	0.163	0.22	-0.4	-0.17	-0.112	-0.097	-0.039	0.015	0.232	0.427
399	4-30	-1.816	-1.512	-1.477	-1.188	-0.885	-0.752	-0.625	0.347	0.538	0.752	0.831	-0.218	-0.134	-0.111	-0.1	-0.069	0.091	0.172	0.197	0.234	-0.268	-0.205	-0.127	-0.097	-0.078	-0.072	0.346	0.674
400	2-7	-2.103	-1.339	-1.122	-1.064	-0.789	-0.629	0.062	0.689	0.762	1	1.631	-0.234	-0.157	-0.086	-0.065	0.018	0.091	0.102	0.124	0.138	-0.447	-0.216	-0.131	-0.104	-0.06	-0.034	0.178	0.282
401	2-54	-1.668	-1.429	-1.15	-1.033	-0.886	-0.743	-0.657	-0.048	0.407	0.703	1.008	-0.237	-0.155	-0.099	-0.087	-0.055	0.037	0.112	0.137	0.183	-0.261	-0.203	-0.149	-0.128	-0.079	-0.061	0.263	0.628
402	Ciprofloxacin	-3.646	-1.716	-1.106	-0.697	-0.635	0.329	0.425	0.544	0.789	1.573	3.681	-0.438	-0.169	-0.074	-0.04	0.077	0.085	0.117	0.186	0.438	-0.232	-0.123	-0.098	-0.067	-0.048	0.053	0.283	0.387
403	2-17	-3.308	-2.099	-1.712	-1.308	-1.142	-0.932	-0.853	-0.485	0.447	0.697	0.964	-0.288	-0.224	-0.137	-0.114	-0.088	-0.061	0.085	0.115	0.387	-0.36	-0.192	-0.135	-0.109	-0.099	-0.065	0.257	0.749
404	4-58	-2.423	-1.916	-1.488	-1.039	-0.839	-0.086	0.369	0.61	0.727	1.11	1.504	-0.161	-0.091	-0.05	-0.04	0.052	0.068	0.087	0.106	0.123	-0.193	-0.088	-0.057	-0.044	-0.022	0.009	0.266	0.409
405	2-68	-1.925	-1.388	-1.124	-0.979	-0.718	-0.584	-0.154	0.457	0.738	1.08	1.375	-0.15	-0.118	-0.093	-0.083	0	0.085	0.096	0.118	0.153	-0.26	-0.193	-0.136	-0.095	-0.08	-0.051	0.217	0.547
406	2-18	-1.767	-1.268	-1.148	-1.048	-0.723	-0.536	0.391	0.648	0.759	1.012	1.765	-0.161	-0.143	-0.087	-0.071	0.053	0.079	0.099	0.106	0.125	-0.378	-0.168	-0.133	-0.097	-0.061	-0.046	0.158	0.313
407	3-42	-2.954	-2.399	-1.999	-1.363	-1.084	-0.658	0.18	0.642	0.683	1.209	1.722	-0.447	-0.373	-0.161	-0.07	0.081	0.18	0.234	0.242	0.329	-0.841	-0.417	-0.177	-0.156	-0.034	-0.027	0.379	0.478
408	2-96	-2.621	-2.399	-1.486	-1.245	-0.962	-0.511	0.64	0.807	0.849	0.955	1.248	-0.343	-0.282	-0.219	-0.172	0.116	0.176	0.255	0.294	0.323	-0.53	-0.339	-0.232	-0.127	-0.09	-0.067	0.35	0.505
409	2-16	-4.556	-1.626	-1.356	-1.107	-1.047	-0.906	-0.708	-0.47	0.392	0.562	0.842	-0.226	-0.134	-0.109	-0.096	-0.076	-0.065	0.089	0.144	0.194	-0.342	-0.161	-0.123	-0.102	-0.09	-0.077	0.299	0.672
410	Tetracycline	-2.007	-1.59	-1.355	-1.167	-0.899	-0.59	0.088	0.538	0.642	0.902	2.362	-0.228	-0.147	-0.092	-0.078	0.009	0.086	0.107	0.134	0.212	-0.324	-0.149	-0.122	-0.1	-0.066	-0.042	0.181	0.485
411	3-38	-2.803	-2.283	-1.47	-1.309	-1.101	-0.815	0.267	0.568	0.696	0.829	1.255	-0.416	-0.28	-0.141	-0.068	0.032	0.147	0.249	0.287	0.332	-0.9	-0.237	-0.128	-0.09	-0.062	-0.028	0.442	0.738
412	4-35	-2.431	-1.701	-1.523	-1.32	-0.959	-0.652	-0.457	-0.437	0.416	0.613	1.09	-0.236	-0.172	-0.105	-0.098	-0.04	-0.035	0.073	0.124	0.204	-0.535	-0.237	-0.155	-0.119	-0.079	-0.055	0.176	0.545
413	2-24	-3.192	-1.324	-1.131	-1.017	-0.575	0.341	0.502	0.687	0.753	1.66	2.443	-0.181	-0.103	-0.074	-0.059	0.077	0.097	0.155	0.166	0.212	-0.312	-0.157	-0.101	-0.068	-0.033	0.021	0.263	0.489
414	Ampcillin	-4.084	-2.823	-1.861	-1.551	-1.24	-1.154	-0.63	0.51	0.654	0.7	1.115	-0.369	-0.287	-0.2	-0.189	-0.134	0.095	0.148	0.168	0.227	-0.796	-0.306	-0.188	-0.151	-0.119	-0.089	0.275	0.315
415	4-44	-3.571	-2.704	-1.73	-1.404	-0.922	-0.651	-0.548	0.281	0.736	0.9	1.697	-0.158	-0.133	-0.082	-0.053	-0.034	0.04	0.084	0.133	0.158	-0.365	-0.232	-0.154	-0.074	-0.029	-0.02	0.181	0.561
416	2-24	-2.651	-1.327	-1.087	-0.998	-0.602	0.33	0.491	0.637	0.771	1.503	2.478	-0.195	-0.102	-0.086	-0.056	0.046	0.089	0.112	0.162	0.191	-0.331	-0.174	-0.101	-0.066	-0.043	0.01	0.248	0.58
417	2-25	-3.821	-1.738	-1.507	-1.368	-1.185	-0.865	-0.469	0.352	0.559	1.003	1.495	-0.271	-0.145	-0.09	-0.074	-0.042	0.1	0.16	0.197	0.263	-0.648	-0.139	-0.09	-0.077	-0.055	-0.042	0.416	0.489
418	4-3	-2.39	-1.601	-1.294	-1.209	-1.059	-1.002	-0.716	-0.514	-0.318	0.415	0.66	-0.183	-0.135	-0.115	-0.101	-0.072	-0.062	-0.059	0.071	0.248	-0.702	-0.246	-0.15	-0.133	-0.105	-0.084	0.154	0.597
419	2-7	-1.619	-1.359	-1.201	-1.067	-0.73	-0.551	0.042	0.653	0.745	0.902	1.783	-0.171	-0.146	-0.079	-0.07	0.012	0.083	0.1	0.111	0.13	-0.418	-0.174	-0.132	-0.105	-0.053	-0.045	0.17	0.305
420	2-61	-1.998	-1.848	-1.473	-1.316	-1.045	-0.85	-0.47	0.325	0.613	0.826	1.02	-0.295	-0.207	-0.111	-0.094	-0.04	0.109	0.15	0.166	0.233	-0.551	-0.283	-0.132	-0.093	-0.07	-0.042	0.357	0.583
421	4-35	-3.272	-1.556	-1.327	-1.188	-1.102	-0.891	-0.713	-0.321	0.463	0.796	0.919	-0.243	-0.186	-0.165	-0.151	-0.11	-0.068	0.087	0.099	0.135	-0.489	-0.312	-0.175	-0.154	-0.127	-0.084	0.19	0.263
422	2-58	-1.905	-1.31	-1.122	-0.972	-0.771	-0.604	0.01	0.491	0.747	0.938	1.919	-0.15	-0.115	-0.07	-0.06	0.017	0.073	0.094	0.108	0.204	-0.172	-0.155	-0.1	-0.08	-0.065	-0.039	0.182	0.702
423	4-39	-1.865	-1.655	-1.137	-0.782	-0.32	0.359	0.426	0.837	1.52	1.753	2.04	-0.462	-0.207	-0.147	-0.062	0.171	0.214	0.226	0.232	0.272	-0.262	-0.241	-0.183	-0.145	-0.039	0.08	0.528	0.665
424	2-59	-1.972	-1.253	-1.189	-1.035	-0.828	-0.668	-0.547	0.292	0.518	0.656	1.626	-0.209	-0.105	-0.079	-0.068	-0.045	0.034	0.071	0.087	0.13	-0.252	-0.135	-0.125	-0.1	-0.084	-0.054	0.196	0.37
425	2-39	-2.633	-1.501	-1.344	-0.972	-0.595	0.413	0.676	0.982	1.119	1.616	2.335	-0.323	-0.166	-0.095	-0.053	0.054	0.083	0.11	0.125	0.253	-0.268	-0.156	-0.115	-0.072	-0.035	0.03	0.181	0.313
426	4-58	-2.57	-1.843	-1.687	-1.08	-0.808	-0.133	0.344	0.564	0.761	0.981	1.597	-0.131	-0.071	-0.042	-0.031	0.053	0.063	0.079	0.091	0.117	-0.117	-0.087	-0.039	-0.034	-0.017	0.012	0.283	0.342
427	4-15	-2.835	-1.974	-1.551	-1.176	-1.127	-1.083	-0.894	-0.741	-0.476	0.459	0.905	-0.606	-0.495	-0.221	-0.184	-0.147	-0.142	-0.122	0.05	0.106	-0.84	-0.462	-0.182	-0.17	-0.147	-0.142	0.057	0.19
428	2-16	-4.207	-1.584	-1.377	-1.198	-1.081	-0.877	-0.714	-0.413	0.464	0.574	0.878	-0.299	-0.226	-0.118	-0.115	-0.072	-0.055	0.111	0.154	0.251	-0.842	-0.229	-0.17	-0.111	-0.093	-0.077	0.301	0.459
429	2-65	-2.068	-1.359	-1.106	-0.983	-0.86	-0.689	-0.399	0.421	0.65	0.862	1.417	-0.167	-0.125	-0.09	-0.073	-0.029	0.049	0.071	0.119	0.13	-0.226	-0.148	-0.126	-0.11	-0.088	-0.043	0.15	0.461
430	3-24	-1.624	-1.322	-1.094	-0.959	-0.74	-0.546	0.525	0.69	0.767	1.192	1.854	-0.177	-0.139	-0.078	-0.067	0.056	0.085	0.107	0.117	0.233	-0.405	-0.156	-0.124	-0.086	-0.053	-0.035	0.164	0.291
431	4-30	-1.83	-1.597	-1.488	-1.147	-0.92	-0.742	-0.68	0.349	0.534	0.761	0.836	-0.232	-0.137	-0.11	-0.103	-0.065	0.085	0.174	0.198	0.257	-0.281	-0.199	-0.12	-0.093	-0.076	-0.07	0.37	0.7
432	4-33	-2.008	-1.143	-0.935	-0.567	-0.063	0.347	0.476	0.664	0.84	1.379	2.568	-0.203	-0.092	-0.062	0.009	0.074	0.087	0.11	0.148	0.243	-0.17	-0.113	-0.096	-0.058	-0.001	0.051	0.272	0.539
433	2-99	-1.647	-1.362	-1.231	-1.061	-0.989	-0.809	-0.562	0.402	0.507	0.61	0.917	-0.216	-0.16	-0.129	-0.101	-0.027	0.078	0.136	0.169	0.238	-0.318	-0.219	-0.153	-0.112	-0.099	-0.063	0.325	0.6
434	4-35	-1.518	-1.391	-1.358	-1.038	-0.851	-0.819	-0.644	-0.364	0.475	0.554	0.755	-0.216	-0.173	-0.153	-0.125	-0.063	-0.039	0.122	0.162	0.208	-0.843	-0.253	-0.207	-0.136	-0.107	-0.094	0.267	0.413
435	2-41	-2.603	-2.024	-1.648	-1.266	-0.969	-0.637	0.39	0.526	0.717	0.98	2.72	-0.328	-0.075	-0.05	-0.038	0.033	0.046	0.068	0.093	0.175	-0.576	-0.062	-0.044	-0.039	-0.024	-0.015	0.164	0.337
436	3-38	-2.637	-2.508	-1.92	-1.669	-1.128	-0.641	0.357	0.594	0.697	0.824	1.505	-0.365	-0.33	-0.211	-0.166	0.071	0.164	0.188	0.236	0.364	-0.769	-0.361	-0.151	-0.117	-0.097	-0.055	0.343	0.455
437	2-41	-2.328	-1.762	-1.634	-1.219	-1.017	-0.664	0.371	0.466	0.768	0.952	2.632	-0.284	-0.075	-0.046	-0.035	0.032	0.044	0.06	0.088	0.19	-0.473	-0.06	-0.047	-0.034	-0.021	-0.015	0.14	0.438
438	4-43	-1.947	-1.813	-1.427	-1.092	-0.756	-0.574	0.448	0.675	0.757	0.959	1.344	-0.266	-0.174	-0.108	-0.086	0.066	0.091	0.129	0.155	0.234	-0.265	-0.239	-0.158	-0.077	-0.059	-0.047	0.269	0.336
439	3-29	-1.757	-1.569	-1.392	-1.171	-1.083	-0.73	-0.44	0.374	0.581	0.707	1.101	-0.32	-0.217	-0.122	-0.105	-0.039	0.075	0.172	0.205	0.289	-0.684	-0.388	-0.172	-0.09	-0.076	-0.062	0.318	0.653
440	2-99	-1.615	-1.493	-1.348	-1.139	-1.036	-0.926	-0.623	0.448	0.548	0.645	1.021	-0.25	-0.189	-0.117	-0.086	-0.028	0.079	0.115	0.187	0.241	-0.432	-0.171	-0.124	-0.101	-0.097	-0.046	0.28	0.539
441	2-54	-1.655	-1.39	-1.112	-1.003	-0.916	-0.696	-0.605	-0.042	0.372	0.689	1.015	-0.226	-0.132	-0.089	-0.07	-0.045	0.035	0.107	0.143	0.16	-0.244	-0.171	-0.163	-0.112	-0.075	-0.059	0.304	0.533
442	2-84	-2.108	-1.673	-1.534	-1.061	-0.905	-0.773	-0.457	0.328	0.716	0.939	1.367	-0.232	-0.154	-0.068	-0.051	-0.026	0.06	0.089	0.135	0.226	-0.243	-0.161	-0.101	-0.079	-0.052	-0.036	0.181	0.676
443	2-19	-2.901	-1.771	-1.069	-0.722	-0.593	-0.064	0.389	0.604	1.074	1.38	2.608	-0.381	-0.16	-0.106	-0.073	0.04	0.073	0.124	0.219	0.389	-0.622	-0.226	-0.183	-0.091	-0.037	0.003	0.224	0.484
444	3-34	-3.741	-2.216	-2.116	-1.385	-1.336	-0.8	-0.041	0.491	0.652	0.765	1.417	-0.319	-0.239	-0.178	-0.155	0.027	0.154	0.182	0.198	0.303	-0.733	-0.217	-0.147	-0.127	-0.091	-0.049	0.421	0.568
445	2-73	-2.081	-1.852	-1.536	-1.158	-0.953	-0.719	-0.608	0.354	0.635	0.901	1.534	-0.398	-0.231	-0.099	-0.088	-0.033	0.08	0.101	0.219	0.4	-0.718	-0.2	-0.145	-0.106	-0.076	-0.043	0.263	0.544
446	4-44	-3.531	-2.481	-1.908	-1.674	-1.189	-0.953	-0.598	0.294	0.662	0.804	2.715	-0.251	-0.134	-0.087	-0.082	-0.048	0.029	0.098	0.133	0.149	-0.519	-0.184	-0.118	-0.061	-0.05	-0.034	0.159	0.503
447	4-39	-2.022	-1.805	-1.219	-0.759	-0.3	0.374	0.412	0.938	1.309	1.799	2.224	-0.481	-0.228	-0.19	-0.059	0.141	0.203	0.234	0.248	0.264	-0.3	-0.285	-0.239	-0.131	-0.03	0.065	0.61	0.684
448	4-18	-1.92	-1.684	-1.363	-1.188	-1.08	-1.049	-1.002	-0.8	-0.382	0.388	1.001	-0.536	-0.162	-0.113	-0.103	-0.086	-0.072	-0.062	0.015	0.057	-0.634	-0.335	-0.21	-0.119	-0.093	-0.085	0.021	0.081
449	3-38	-3.048	-2.405	-1.462	-1.326	-1.159	-1.036	0.369	0.601	0.751	0.869	1.149	-0.31	-0.242	-0.126	-0.11	0.053	0.099	0.195	0.262	0.288	-0.506	-0.251	-0.156	-0.083	-0.045	-0.031	0.268	0.54
450	4-30	-1.82	-1.506	-1.476	-1.187	-0.881	-0.756	-0.62	0.347	0.538	0.753	0.829	-0.217	-0.133	-0.111	-0.1	-0.068	0.09	0.171	0.198	0.234	-0.267	-0.209	-0.13	-0.097	-0.079	-0.072	0.345	0.673
451	2-96	-2.377	-1.975	-1.421	-1.199	-1.022	-0.588	0.591	0.707	0.871	1.065	1.359	-0.322	-0.242	-0.192	-0.174	0.129	0.164	0.218	0.261	0.296	-0.761	-0.252	-0.205	-0.155	-0.086	-0.06	0.344	0.406
452	4-3	-2.597	-1.802	-1.456	-1.343	-1.094	-0.86	-0.744	-0.62	-0.359	0.459	0.976	-0.204	-0.161	-0.122	-0.104	-0.069	-0.067	-0.038	0.107	0.168	-0.594	-0.23	-0.152	-0.112	-0.094	-0.084	0.172	0.233
453	3-39	-2.775	-2.31	-1.786	-1.339	-0.922	-0.587	0.591	0.653	0.785	1.035	2.04	-0.294	-0.251	-0.155	-0.142	0.079	0.173	0.189	0.222	0.305	-0.839	-0.178	-0.132	-0.097	-0.064	-0.036	0.312	0.348
454	2-7	-1.541	-1.389	-1.145	-1.072	-0.713	-0.588	0.05	0.627	0.721	0.955	1.75	-0.177	-0.147	-0.094	-0.07	0.014	0.065	0.09	0.104	0.158	-0.392	-0.182	-0.125	-0.103	-0.072	-0.048	0.163	0.276
455	2-30	-2.089	-1.431	-0.994	-0.907	-0.592	-0.011	0.394	0.789	0.94	1.317	1.513	-0.213	-0.133	-0.082	-0.059	0.086	0.106	0.127	0.172	0.28	-0.337	-0.209	-0.145	-0.075	-0.04	0.022	0.282	0.523
456	2-54	-1.651	-1.393	-1.11	-1.003	-0.917	-0.697	-0.603	-0.042	0.372	0.688	1.015	-0.226	-0.131	-0.089	-0.07	-0.045	0.034	0.108	0.143	0.16	-0.244	-0.171	-0.163	-0.113	-0.074	-0.059	0.305	0.532
457	Ciprofloxacin	-3.924	-1.468	-0.909	-0.699	-0.555	0.297	0.359	0.568	0.955	2.237	4.012	-0.355	-0.263	-0.054	-0.04	0.042	0.059	0.071	0.205	0.374	-0.239	-0.105	-0.099	-0.081	-0.035	0.053	0.175	0.227
458	4-55	-2.877	-1.917	-1.564	-1.341	-1.213	-1.099	-0.714	-0.564	-0.389	0.428	2.161	-0.352	-0.252	-0.155	-0.129	-0.071	-0.061	-0.044	0.124	0.387	-0.426	-0.397	-0.168	-0.136	-0.106	-0.086	0.18	0.463
459	2-24	-3.002	-1.458	-1.227	-1.113	-0.682	0.336	0.51	0.734	0.808	1.22	2.05	-0.207	-0.133	-0.081	-0.057	0.047	0.093	0.142	0.165	0.233	-0.375	-0.145	-0.094	-0.056	-0.045	0.015	0.29	0.44
460	2-12	-2.688	-1.375	-1.11	-0.902	-0.601	0.002	0.453	0.642	0.849	1.232	1.384	-0.128	-0.104	-0.084	-0.061	0.091	0.113	0.169	0.191	0.261	-0.269	-0.167	-0.093	-0.071	-0.045	0.029	0.29	0.543
461	2-1	-3.351	-2.486	-1.966	-1.135	-1.012	-0.853	-0.759	0.221	0.556	0.726	1.051	-0.344	-0.242	-0.103	-0.088	-0.046	0.017	0.131	0.157	0.263	-1.043	-0.188	-0.117	-0.107	-0.07	-0.041	0.307	0.438
462	4-33	-1.933	-1.101	-0.98	-0.566	-0.065	0.348	0.479	0.675	0.843	1.573	2.784	-0.177	-0.093	-0.065	0	0.074	0.089	0.107	0.139	0.186	-0.16	-0.102	-0.086	-0.059	-0.009	0.039	0.279	0.595
463	4-54	-2.593	-2.311	-1.771	-1.432	-1.187	-0.934	-0.785	-0.562	-0.436	0.476	0.98	-0.302	-0.169	-0.123	-0.113	-0.072	-0.058	-0.045	0.137	0.249	-0.586	-0.186	-0.145	-0.126	-0.087	-0.069	0.176	0.617
464	2-8	-1.812	-1.434	-1.336	-0.938	-0.763	-0.453	0.469	0.644	0.687	0.843	1.652	-0.303	-0.216	-0.116	-0.085	0.072	0.12	0.2	0.254	0.306	-0.405	-0.235	-0.154	-0.128	-0.075	-0.045	0.33	0.618
465	4-45	-2.302	-1.822	-1.56	-1.139	-0.946	-0.717	0.446	0.567	0.806	0.983	1.371	-0.341	-0.211	-0.136	-0.129	0.086	0.157	0.178	0.215	0.259	-0.377	-0.279	-0.148	-0.122	-0.092	-0.045	0.338	0.522
466	2-46	-2.248	-1.699	-1.463	-1.277	-0.971	-0.745	-0.637	-0.317	0.434	0.86	1.107	-0.186	-0.158	-0.136	-0.111	-0.055	-0.036	0.071	0.13	0.218	-0.47	-0.204	-0.177	-0.12	-0.104	-0.076	0.155	0.501
467	2-7	-1.609	-1.32	-1.12	-0.846	-0.713	-0.588	0.071	0.615	0.721	1.008	1.914	-0.198	-0.16	-0.097	-0.08	0.012	0.066	0.083	0.108	0.136	-0.424	-0.225	-0.164	-0.119	-0.087	-0.058	0.143	0.311
468	3-39	-3.564	-2.69	-1.855	-1.365	-0.935	-0.64	0.403	0.594	0.724	1.127	1.632	-0.338	-0.306	-0.167	-0.134	0.072	0.15	0.185	0.226	0.31	-0.378	-0.213	-0.13	-0.097	-0.085	-0.054	0.408	0.624
469	2-90	-2.476	-1.731	-1.436	-1.188	-1.063	-0.814	-0.636	0.23	0.606	0.755	1.537	-0.274	-0.174	-0.11	-0.087	-0.041	0.021	0.136	0.184	0.218	-0.395	-0.186	-0.131	-0.092	-0.067	-0.055	0.296	0.727
470	2-25	-3.762	-1.812	-1.588	-1.368	-1.161	-0.862	-0.451	0.357	0.565	0.944	1.534	-0.3	-0.152	-0.099	-0.084	-0.041	0.09	0.17	0.195	0.253	-0.781	-0.131	-0.1	-0.072	-0.054	-0.042	0.407	0.551
471	4-45	-2.732	-1.66	-1.473	-1.13	-0.891	-0.773	0.468	0.681	0.887	1.133	1.435	-0.341	-0.261	-0.136	-0.091	0.079	0.12	0.157	0.206	0.24	-0.441	-0.283	-0.196	-0.118	-0.064	-0.043	0.324	0.546
472	2-82	-2.682	-1.476	-1.379	-1.223	-0.812	-0.423	0.416	0.589	0.756	0.846	1.82	-0.259	-0.153	-0.092	-0.066	0.054	0.091	0.143	0.168	0.25	-0.347	-0.144	-0.086	-0.065	-0.052	-0.036	0.321	0.517
473	Ampcillin	-3.3	-2.26	-2.024	-1.471	-1.31	-0.865	-0.572	0.414	0.622	0.842	1.708	-0.328	-0.25	-0.216	-0.182	-0.105	0.153	0.188	0.204	0.294	-0.857	-0.308	-0.158	-0.109	-0.092	-0.086	0.333	0.615
474	Ciprofloxacin	-3.801	-1.211	-0.932	-0.825	-0.57	0.332	0.401	0.497	1.189	2.401	3.171	-0.294	-0.21	-0.061	-0.049	0.071	0.083	0.1	0.237	0.317	-0.304	-0.138	-0.079	-0.066	-0.058	0.068	0.216	0.371
475	4-9	-2.72	-1.697	-1.435	-1.324	-1.114	-0.849	-0.743	-0.458	0.165	0.664	1.122	-0.32	-0.204	-0.153	-0.12	-0.099	-0.065	0.02	0.136	0.209	-1.318	-0.29	-0.177	-0.156	-0.135	-0.08	0.212	0.334
476	2-77	-3.088	-1.552	-1.237	-0.915	-0.768	-0.753	-0.59	-0.17	0.614	0.919	1.36	-0.235	-0.185	-0.142	-0.124	-0.092	-0.006	0.1	0.167	0.231	-0.379	-0.266	-0.213	-0.186	-0.144	-0.084	0.274	0.529
477	2-96	-2.842	-1.94	-1.404	-1.326	-1.072	-0.58	0.575	0.651	0.884	0.963	1.125	-0.344	-0.272	-0.183	-0.155	0.122	0.149	0.194	0.212	0.231	-0.849	-0.257	-0.229	-0.136	-0.088	-0.042	0.266	0.321
478	2-68	-1.89	-1.422	-1.125	-0.964	-0.753	-0.557	-0.151	0.448	0.788	1.044	1.374	-0.133	-0.121	-0.096	-0.082	-0.005	0.084	0.097	0.117	0.127	-0.251	-0.164	-0.147	-0.103	-0.083	-0.06	0.235	0.509
479	2-99	-1.65	-1.427	-1.32	-1.16	-1.05	-0.94	-0.651	0.456	0.55	0.66	0.989	-0.27	-0.173	-0.12	-0.091	-0.026	0.071	0.145	0.167	0.256	-0.507	-0.191	-0.129	-0.096	-0.087	-0.058	0.283	0.555
480	Tetracycline	-1.848	-1.575	-1.25	-1.098	-0.887	-0.574	0.064	0.544	0.629	0.854	2.304	-0.265	-0.14	-0.092	-0.075	0.01	0.078	0.108	0.134	0.169	-0.355	-0.166	-0.134	-0.082	-0.057	-0.048	0.219	0.531
481	2-64	-2.067	-1.538	-1.345	-0.937	-0.804	-0.694	-0.544	0.337	0.643	0.811	1.394	-0.174	-0.152	-0.095	-0.068	-0.026	0.07	0.122	0.141	0.229	-0.282	-0.156	-0.127	-0.091	-0.076	-0.053	0.251	0.462
482	3-38	-3.178	-2.443	-1.737	-1.236	-1.133	-0.554	0.291	0.576	0.691	0.801	1.657	-0.252	-0.214	-0.167	-0.111	0.029	0.175	0.209	0.235	0.378	-0.455	-0.179	-0.164	-0.097	-0.078	-0.054	0.417	0.582
483	Ciprofloxacin	-4.699	-1.295	-0.92	-0.829	-0.597	0.334	0.406	0.506	1.17	2.177	3.236	-0.282	-0.223	-0.069	-0.052	0.069	0.086	0.101	0.236	0.341	-0.263	-0.135	-0.083	-0.068	-0.058	0.062	0.215	0.34
